Cocktail Name,Ingredients,Preparation,Glassware,Bartender,Location,Image_URL,Image_Path,Ingredients (Hebrew),Preparation (Hebrew)
Illegal,30 ml Espadin Mezcal 15 ml Jamaica Overproof White Rum 15 ml Falernum 1 Bar Spoon Maraschino Luxardo 22.5 ml Fresh Lime Juice 15 ml Simple Syrup Few Drops of Egg White (Optional),"Pour all ingredients into the shaker. Shake vigorously with ice. Strain into a chilled cocktail glass, or “on the rocks” in a traditional clay or terracotta mug.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-illegal-6695d3a7de51f.webp,cocktail_images\illegal.jpg,"30 מ""ל Espadin Mezcal 15 מ""ל ג'מייקה רום לבן חסין יתר 15 מ""ל פלרנום 1 כפית בר Maraschino Luxardo 22.5 מ""ל מיץ ליים טרי 15 מ""ל סירופ פשוט כמה טיפות של חלבון ביצה (אופציונלי)","יוצקים את כל החומרים לשייקר. לנער במרץ עם קרח. מסננים לתוך כוס קוקטייל צוננת, או ""על הסלעים"" בספל חימר או טרקוטה מסורתי."
Jungle Bird,45 ml Blackstrap rum 22.5 ml Campari 45 ml Pineapple juice 15 ml Freshly Squeezed Lime juice 15 ml Demerara sugar syrup,Pour all ingredients into a shaker with ice and shake. Strain into a rocks glass filled with ice.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-jungle-bird-6695d3ab45a87.webp,cocktail_images\jungle_bird.jpg,"45 מ""ל Blackstrap רום 22.5 מ""ל קמפרי 45 מ""ל מיץ אננס 15 מ""ל מיץ ליים סחוט טרי 15 מ""ל סירופ סוכר דמררה",יוצקים את כל החומרים לשייקר עם קרח ומנערים. מסננים לתוך כוס סלעים מלאה בקרח.
Missionary’s Downfall,30 ml White rum 15 ml Peach Brandy 15 ml Fresh lime juice 30 ml Honey Mix 10 pcs Mint Leaves 3 to 4 pcs Pineapple Chunks,Blend all the ingredients with half cup of crushed ice. Serve it in a Coppa grande.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-missionarys-downfall-6695d3ab4d4c5.webp,cocktail_images\missionary_s_downfall.jpg,"30 מ""ל רום לבן 15 מ""ל ברנדי אפרסק 15 מ""ל מיץ ליים טרי 30 מ""ל מיקס דבש 10 יח' עלי נענע 3 עד 4 יח' נתחי אננס",מערבבים את כל המרכיבים עם חצי כוס קרח כתוש. מגישים אותו בקופה גרנדה.
Naked and Famous,22.5 ml Mezcal 22.5 ml Yellow Chartreuse 22.5 ml Aperol 22.5 ml Fresh Lime Juice,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-naked-and-famous-6695d3ae8e1dc.webp,cocktail_images\naked_and_famous.jpg,"22.5 מ""ל Mezcal 22.5 מ""ל צ'ארטרוז צהוב 22.5 מ""ל אפרול 22.5 מ""ל מיץ ליים טרי","יוצקים את כל החומרים לשייקר קוקטיילים, מנערים היטב עם קרח, מסננים לכוס קוקטייל צוננת."
New York Sour,60 ml Rye Whiskey or Bourbon 22.5 ml Simple syrup 30 ml Fresh lemon juice Few Drops of Egg White 15 ml Red wine (Shiraz or Malbech),Pour all ingredients into the shaker. Shake vigorously with ice. Strain into a chilled rocks glass filled with ice. Float the wine on top.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-new-york-sour-6695d3ae88cd2.webp,cocktail_images\new_york_sour.jpg,"60 מ""ל ויסקי שיפון או בורבון 22.5 מ""ל סירופ פשוט 30 מ""ל מיץ לימון טרי כמה טיפות חלבון ביצה 15 מ""ל יין אדום (שיראז או מלבך)",יוצקים את כל החומרים לשייקר. לנער במרץ עם קרח. מסננים לתוך כוס סלעים צוננת מלאה בקרח. מרחפים את היין מעל.
Old Cuban,6/8 pcs Mint Leaves 45 ml Aged Rum 22.5 ml Fresh Lime Juice 30 ml Simple Syrup 2 Dashes Angostura Bitters 60 ml Brut Champagne or Prosecco,"Pour all ingredients into cocktail shaker except the wine, shake well with ice, strain into chilled elegant cocktail glass. Top up with the sparkling wine.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-old-cuban-6695d3b18c692.webp,cocktail_images\old_cuban.jpg,"6/8 יח' עלי נענע 45 מ""ל רום מיושן 22.5 מ""ל מיץ ליים טרי 30 מ""ל סירופ פשוט 2 מקפים אנגוסטורה ביטר 60 מ""ל שמפניה ברוט או פרוסקו","יוצקים את כל המרכיבים לשייקר קוקטיילים מלבד היין, מנערים היטב עם קרח, מסננים לכוס קוקטייל אלגנטית צוננת. מלאו את היין המבעבע."
Paloma,50 ml 100% Agave Tequila 5 ml Fresh lime A pinch of Salt 100 ml Pink Grapefruit Soda,"Poor the tequila into a highball glass, squeeze the lime juice. Add ice and salt, fill up pink grapefruit soda. Stir gently.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-paloma-6695d3b19cda4.webp,cocktail_images\paloma.jpg,"50 מ""ל 100% אגבה טקילה 5 מ""ל ליים טרי קורט מלח 100 מ""ל סודה אשכולית ורודה","מכניסים את הטקילה לכוס גבוהה, סוחטים את מיץ הליים. הוסף קרח ומלח, מלא סודה אשכולית ורודה. מערבבים בעדינות."
Paper Plane,30 ml Bourbon Whiskey 30 ml Amaro Nonino 30 ml Aperol 30 ml Fresh Lemon Juice,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-paper-plane-6695d3b4745eb.webp,cocktail_images\paper_plane.jpg,"30 מ""ל וויסקי בורבון 30 מ""ל Amaro Nonino 30 מ""ל אפרול 30 מ""ל מיץ לימון טרי","יוצקים את כל החומרים לשייקר קוקטיילים, מנערים היטב עם קרח, מסננים לכוס קוקטייל צוננת."
Penicillin,60 ml Blended scotch whisky 7.5 ml Lagavulin 16y 22.5 ml Fresh lemon juice 22.5 ml Honey syrup 2-3 quarter size sliced fresh ginger,Muddle fresh ginger in a shaker and add the remaining ingredients except for the Islay single malt whisky. Fill the shaker with ice and shake. Fine train into a chilled Old Fashioned glass with ice. Float the single malt whisky on top.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-penicillin-6695d3b47b79f.webp,cocktail_images\penicillin.jpg,"60 מ""ל וויסקי סקוטי מעורב 7.5 מ""ל Lagavulin 16y 22.5 מ""ל מיץ לימון טרי 22.5 מ""ל סירופ דבש בגודל 2-3 רבעי ג'ינג'ר טרי פרוס",מערבלים ג'ינג'ר טרי בשייקר ומוסיפים את שאר המרכיבים למעט ויסקי סינגל מאלט איסליי. ממלאים את השייקר בקרח ומנערים. רכבת משובחת לתוך כוס אולד פאשן צוננת עם קרח. מרחפים מעל את הוויסקי הסינגל מאלט.
Pisco Punch,60 ml Pisco 22.5 ml Fresh Pineapple Juice 15 ml Simple Syrup 15 ml Fresh Lemon Juice 30 ml Dry White Wine 3 pcs Cloves,"Gentle mash the simple syrup with the cloves, add the remaining ingredients except the wine. Shake vigorously and double strain into a large goblet. Add the wine on top and gently stir.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-pisco-punch-6695d3b74b9f5.webp,cocktail_images\pisco_punch.jpg,"60 מ""ל פיסקו 22.5 מ""ל מיץ אננס טרי 15 מ""ל סירופ פשוט 15 מ""ל מיץ לימון טרי 30 מ""ל יין לבן יבש 3 יח' ציפורן","מועכים בעדינות את הסירופ הפשוט עם הציפורן, מוסיפים את שאר המרכיבים מלבד היין. לנער במרץ ולסנן כפול לתוך גביע גדול. מוסיפים את היין מעל ומערבבים בעדינות."
Porn Star Martini,50 ml Vanilla Vodka 20 ml Passion Fruit Liqueur 50 ml Passion Fruit Puree 2 Bar Spoons Vanilla Sugar 50 ml Champagne to serve on the side,"Pour all ingredients into cocktail shaker, shake well with ice, double strain into a large chilled cocktail glass. Accompany with a shot of champagne.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-porn-star-martini-6695d3b771b97.webp,cocktail_images\porn_star_martini.jpg,"50 מ""ל וודקה וניל 20 מ""ל ליקר פסיפלורה 50 מ""ל פירה פסיפלורה 2 כפות בר וניל סוכר 50 מ""ל שמפניה להגשה בצד","יוצקים את כל המרכיבים לשייקר קוקטיילים, מנערים היטב עם קרח, מסננים כפול לכוס קוקטייל גדולה וצוננת. ללוות עם זריקת שמפניה."
Russian Spring Punch,25 ml Vodka 25 ml Fresh Lemon Juice 15 ml Creme de Cassis 10 ml Sugar Syrup Top up with Sparkling Wine,"Pour all ingredients into cocktail shaker except the sparkling wine, shake well with ice, strain into chilled tall tumbler glass filled with ice and top up with sparkling wine.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-russian-spring-punch-6695d3ba314f1.webp,cocktail_images\russian_spring_punch.jpg,"25 מ""ל וודקה 25 מ""ל מיץ לימון טרי 15 מ""ל קרם דה קסיס 10 מ""ל סירופ סוכר תוספת עם יין מבעבע","יוצקים את כל המרכיבים לשייקר קוקטייל מלבד היין המבעבע, מנערים היטב עם קרח, מסננים לכוס כוס כוסית גבוהה ומצוננת מלאה בקרח וממלאים ביין מבעבע."
Sherry Cobbler,45 ml Amontillado sherry 45 ml Palo Cortado 1 tsp Superfine Sugar (or granulated) 1/2  Orange Wheel 1/2  Lemon Wheel,"Combine sherry, sugar and 2 quarter wheels each of orange and lemon in a shaker with ice, shake briskly, strain into a Julep cocktail cup filled with crushed ice.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-sherry-cobbler-6695d3ba8bdb7.webp,cocktail_images\sherry_cobbler.jpg,"45 מ""ל שרי אמונטילדו 45 מ""ל פאלו קורטאדו 1 כפית סוכר דק (או מגורען) 1/2  גלגל תפוז 1/2  גלגל לימון","שלבו שרי, סוכר ו-2 רבעי גלגלים כל אחד של תפוז ולימון בשייקר עם קרח, מנערים בזריזות, מסננים לתוך כוס קוקטייל ג'ולפ מלאה בקרח כתוש."
South Side,60 ml London dry Gin 30 ml Fresh Lemon  Juice 15 ml Simple syrup 5/6 Mint leaves Few drops Egg white (Optional),"Pour all ingredients into a cocktail shaker, shake well with ice, double-strain into chilled cocktail glass. Note: If egg white is used shake vigorously.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-south-side-6695d3bdcc9fe.webp,cocktail_images\south_side.jpg,"60 מ""ל ג'ין לונדון יבש 30 מ""ל מיץ לימון טרי 15 מ""ל סירופ פשוט 5/6 עלי נענע כמה טיפות חלבון ביצה (אופציונלי)","יוצקים את כל החומרים לשייקר קוקטיילים, מנערים היטב עם קרח, מסננים כפול לכוס קוקטייל צוננת. הערה: אם משתמשים בחלבון ביצה לנער בחוזקה."
Spicy Fifty,50 ml Vodka Vanilla 15 ml Elderflower Cordial 15 ml Fresh Lime Juice 10 ml Monin Honey Syrup 2 thin Slices Red Chili Pepper,"Pour all ingredients into a cocktail shaker, shake well with ice, double-strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-spicy-fifty-6695d3bdd14b1.webp,cocktail_images\spicy_fifty.jpg,"50 מ""ל וודקה וניל 15 מ""ל פרח סמבוק לבבי 15 מ""ל מיץ ליים טרי 10 מ""ל סירופ דבש מונין 2 פרוסות דקות פלפל צ'ילי אדום","יוצקים את כל החומרים לשייקר קוקטיילים, מנערים היטב עם קרח, מסננים כפול לכוס קוקטייל צוננת."
Spritz,90 ml Prosecco 60 ml Aperol Splash of Soda water,"Build all ingredients into a wine glass filled with ice. Stir gently. NOTE: There are other versions of the Spritz that use Campari, Cynar or Select instead of Aperol.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-spritz-6695d3c0f113f.webp,cocktail_images\spritz.jpg,"90 מ""ל פרוסקו 60 מ""ל Aperol Splash של מי סודה","בונים את כל המרכיבים לכוס יין מלאה בקרח. מערבבים בעדינות. הערה: ישנן גרסאות אחרות של Spritz המשתמשות בקמפרי, Cynar או Select במקום Aperol."
Suffering Bastard,30 ml Cognac or Brandy 30 ml Gin 15 ml Fresh Lime Juice 2 Dashes Angostura Bitters Top up Ginger beer,"Pour all ingredients into cocktail shaker except the ginger beer, shake well with ice. Pour unstrained into a Collins glass or in the original. S. Bastard mug and top up with ginger beer.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-suffering-bastard-6695d3c1081c4.webp,cocktail_images\suffering_bastard.jpg,"30 מ""ל קוניאק או ברנדי 30 מ""ל ג'ין 15 מ""ל מיץ ליים טרי 2 מקפים אנגוסטורה ביטר תוספת בירה ג'ינג'ר","יוצקים את כל המרכיבים לשייקר קוקטייל מלבד בירת הג'ינג'ר, מנערים היטב עם קרח. מוזגים לא מסוננים לכוס קולינס או במקור. ספל ממזר ומלא בבירה ג'ינג'ר."
Three Dots and a Dash,45 ml Rhum Martinique Agricole 15 ml Blended Aged Rum 7.5 ml Falernum 7.5 ml Allspice Saint Elizabeth15 ml Fresh Lime Juice 15 ml Fresh Orange juice 15 ml Honey Syrup 2 Dashes Angostura Bitters,"Pour all ingredients in a Blender with 12 ounces of crushed ice, flash blend, pour the drink into a footed copo glass. Fill the glass with more crushed ice.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-three-dots-and-a-dash-6695d3c3e2d24.webp,cocktail_images\three_dots_and_a_dash.jpg,"45 מ""ל Rhum Martinique Agricole 15 מ""ל רום מיושן בלנדד 7.5 מ""ל פלרנום 7.5 מ""ל פלפל אנגלי סנט אליזבת 15 מ""ל מיץ ליים טרי 15 מ""ל מיץ תפוזים טרי 15 מ""ל סירופ דבש 2 מקפים אנגוסטורה ביטר","יוצקים את כל המרכיבים בבלנדר עם 12 אונקיות של קרח כתוש, תערובת הבזק, מוזגים את המשקה לכוס קופו עם רגליים. ממלאים את הכוס בעוד קרח כתוש."
Tipperary,50 ml Irish Whiskey 25 ml Sweet Red Vermouth 15 ml Green Chartreuse 2 Dashes Angostura Bitters,Pour all ingredients into mixing glass with ice cubes. Stir well. Strain into chilled martini cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-tipperary-6695d3c453fd3.webp,cocktail_images\tipperary.jpg,"50 מ""ל וויסקי אירי 25 מ""ל ורמוט אדום מתוק 15 מ""ל שרטרז ירוק 2 מקפים אנגוסטורה ביטר",יוצקים את כל החומרים לכוס ערבוב עם קוביות קרח. מערבבים היטב. מסננים לכוס קוקטייל מרטיני צוננת.
Tommy’s Margarita,60 ml Tequila 100% agave 30 ml Fresh Lime Juice 30 ml Agave Nectar,"Pour all ingredients into a cocktail shaker, shake well with ice, strain into chilled rocks glass filled with ice.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-tommys-margarita-6695d3c7171ef.webp,cocktail_images\tommy_s_margarita.jpg,"60 מ""ל טקילה 100% אגבה 30 מ""ל מיץ ליים טרי 30 מ""ל נקטר אגבה","יוצקים את כל החומרים לשייקר קוקטיילים, מנערים היטב עם קרח, מסננים לכוס סלעים צוננת מלאה בקרח."
Trinidad Sour,45 ml Angostura Bitters 30 ml Orgeat Syrup 22.5 ml Fresh Lemon Juice 15 ml Rye Whiskey,"Pour all ingredients into a cocktail shaker, shake well with ice. Strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-trinidad-sour-6695d3c794a43.webp,cocktail_images\trinidad_sour.jpg,"45 מ""ל אנגוסטורה ביטר 30 מ""ל סירופ אורז'אט 22.5 מ""ל מיץ לימון טרי 15 מ""ל ויסקי שיפון","יוצקים את כל החומרים לשייקר קוקטיילים, מנערים היטב עם קרח. מסננים לכוס קוקטייל צוננת."
Ve.N.To,45 ml White Smooth Grappa 22.5 ml Fresh lemon Juice 15 ml Honey mix (replace water with chamomile)* 15 ml Chamomile cordial Few Drops of Egg White (Optional),Pour all ingredients into the shaker. Shake vigorously with ice. Strain into a chilled small tumbler glass filled with ice. NOTE: *If desired water can be replaced by chamomile infusion in the honey mix.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-vento-6695d3ca45bc2.webp,cocktail_images\ve_n_to.jpg,"45 מ""ל גראפה לבנה חלקה 22.5 מ""ל מיץ לימון טרי 15 מ""ל תערובת דבש (החלפת מים בקמומיל)* 15 מ""ל קמומיל לבבי כמה טיפות חלבון ביצה (אופציונלי)",יוצקים את כל החומרים לשייקר. לנער במרץ עם קרח. מסננים לתוך כוס כוס קטנה צוננת מלאה בקרח. הערה: *אם רוצים ניתן להחליף מים בחליטת קמומיל בתערובת הדבש.
